suburb,postcode,state,state_name,lat,lng
Campoona,5640,SA,South Australia,-33.55411,136.41179
Rudall,5642,SA,South Australia,-33.72061,136.22689
Verran,5603,SA,South Australia,-33.87844,136.32259
Kielpa,5642,SA,South Australia,-33.57531,136.18485
Waddikee,5640,SA,South Australia,-33.34881,136.30674
Kadina,5554,SA,South Australia,-33.95779,137.71094
Kooroona,5558,SA,South Australia,-34.08528,137.5767
Thrington,5552,SA,South Australia,-33.99661,137.81951
Willamulka,5554,SA,South Australia,-33.92233,137.82434
Wallaroo Plain,5556,SA,South Australia,-33.86349,137.68808
Moonta Mines,5558,SA,South Australia,-34.08211,137.60479
Hamley,5558,SA,South Australia,-34.08337,137.59939
Cunliffe,5554,SA,South Australia,-34.06245,137.77081
East Moonta,5558,SA,South Australia,-34.08083,137.62604
Boors Plain,5554,SA,South Australia,-34.04427,137.71622
Warburto,5558,SA,South Australia,-34.01577,137.57726
Paramatta,5558,SA,South Australia,-34.04936,137.62509
North Yelta,5558,SA,South Australia,-34.06277,137.6312
Talia,5670,SA,South Australia,-33.30108,134.85884
Elliston,5670,SA,South Australia,-33.72529,134.62406
Colton,5670,SA,South Australia,-33.44664,134.88899
Venus Bay,5607,SA,South Australia,-33.20792,134.73953
Port Kenny,5671,SA,South Australia,-33.15998,134.66614
Mount Damper,5654,SA,South Australia,-33.12502,135.05211
Palkagee,5670,SA,South Australia,-33.41394,135.42528
Sheringa,5607,SA,South Australia,-33.8478,135.22
Ulyerra,5633,SA,South Australia,-33.40979,135.734
Tooligie,5607,SA,South Australia,-33.84732,135.64707
Murdinga,5607,SA,South Australia,-33.72908,135.72439
Lock,5633,SA,South Australia,-33.5879,135.73221
Mount Wedge,5670,SA,South Australia,-33.38105,135.06893
Kappawanta,5670,SA,South Australia,-33.64534,135.33952
Bramfield,5670,SA,South Australia,-33.65726,135.01191
Quorn,5433,SA,South Australia,-32.35503,138.05752
Barndioota,5434,SA,South Australia,-31.85796,138.18785
Cradock,5432,SA,South Australia,-32.12559,138.59701
Hawker,5434,SA,South Australia,-31.85792,138.49963
Moockra,5432,SA,South Australia,-32.34575,138.37846
Saltia,5433,SA,South Australia,-32.47878,137.94588
Yarrah,5433,SA,South Australia,-32.12719,137.70037
Wilmington,5485,SA,South Australia,-32.6509,138.14453
Bruce,5433,SA,South Australia,-32.47104,138.20091
Willochra,5433,SA,South Australia,-32.2215,138.20533
Port Gibbon,5602,SA,South Australia,-33.80668,136.79494
Miltalie,5602,SA,South Australia,-33.47142,136.75817
Mangalo,5602,SA,South Australia,-33.47167,136.58428
Minbrie,5602,SA,South Australia,-33.47128,136.93069
Lucky Bay,5602,SA,South Australia,-33.70104,137.04172
Burra,5417,SA,South Australia,-33.68243,138.94151
Terowie,5421,SA,South Australia,-33.15252,138.92332
Booborowie,5417,SA,South Australia,-33.55935,138.77135
Canowie Belt,5420,SA,South Australia,-33.18775,138.79295
Bower,5374,SA,South Australia,-34.07003,139.27244
Buchanan,5374,SA,South Australia,-34.21069,139.00574
Brady Creek,5381,SA,South Australia,-33.96977,138.99366
Burra Eastern Districts,5417,SA,South Australia,-33.64225,139.22695
Gum Creek,5417,SA,South Australia,-33.71543,138.7665
Apoinga,5413,SA,South Australia,-33.90971,138.93491
Porter Lagoon,5416,SA,South Australia,-33.82192,138.87459
Hansborough,5374,SA,South Australia,-34.2576,139.05515
Steinfeld,5356,SA,South Australia,-34.34349,139.35101
Dutton,5356,SA,South Australia,-34.32133,139.15636
Frankton,5374,SA,South Australia,-34.29832,139.20939
Brownlow,5374,SA,South Australia,-34.22633,139.32986
Hampden,5374,SA,South Australia,-34.16023,139.01455
Bundey,5320,SA,South Australia,-33.88744,139.27106
Ngapala,5374,SA,South Australia,-34.05382,138.99605
North Booborowie,5417,SA,South Australia,-33.50639,138.79325
Mount Bryan,5418,SA,South Australia,-33.5495,138.90984
Julia,5374,SA,South Australia,-34.11896,139.00497
Franklyn,5421,SA,South Australia,-33.14943,139.10392
Hallett,5419,SA,South Australia,-33.37876,138.87732
Whyte Yarcowie,5420,SA,South Australia,-33.23226,138.8675
Willalo,5419,SA,South Australia,-33.42438,138.79317
Canowie,5419,SA,South Australia,-33.37455,138.74717
Neales Flat,5374,SA,South Australia,-34.23217,139.18355
Point Pass,5374,SA,South Australia,-34.08752,139.06378
Peep Hill,5374,SA,South Australia,-34.15369,139.15902
Baldina,5417,SA,South Australia,-33.69804,139.09911
Worlds End,5381,SA,South Australia,-33.79463,139.10544
Hanson,5417,SA,South Australia,-33.75551,138.85084
Koonoona,5417,SA,South Australia,-33.82996,138.93098
Emu Downs,5381,SA,South Australia,-33.89386,139.00264
Bright,5381,SA,South Australia,-33.90343,139.12309
Australia Plains,5374,SA,South Australia,-34.08175,139.1632
Rocky Plain,5381,SA,South Australia,-34.0156,139.1561
Geranium Plains,5381,SA,South Australia,-33.97542,139.21324
Sutherlands,5374,SA,South Australia,-34.15989,139.22271
Robertstown,5381,SA,South Australia,-33.97994,139.07818
Leighton,5417,SA,South Australia,-33.64587,138.77112
Allendale East,5291,SA,South Australia,-38.00668,140.71199
Mingbool,5291,SA,South Australia,-37.69759,140.88244
Glenburnie,5291,SA,South Australia,-37.82555,140.89144
Moorak,5291,SA,South Australia,-37.86815,140.69597
Suttontown,5291,SA,South Australia,-37.78336,140.75447
Canunda,5280,SA,South Australia,-37.7241,140.27758
Yahl,5291,SA,South Australia,-37.88261,140.85053
Wye,5291,SA,South Australia,-38.01283,140.90005
Donovans,5291,SA,South Australia,-38.01164,140.94938
Square Mile,5291,SA,South Australia,-37.87125,140.80261
Port Macdonnell,5291,SA,South Australia,-38.03892,140.6983
Caroline,5291,SA,South Australia,-37.91729,140.90862
Nene Valley,5291,SA,South Australia,-37.97133,140.52292
Burrungule,5291,SA,South Australia,-37.78086,140.59294
Compton,5291,SA,South Australia,-37.80779,140.67987
Cape Douglas,5291,SA,South Australia,-38.01002,140.59398
Dismal Swamp,5291,SA,South Australia,-37.69433,140.73688
Worrolong,5291,SA,South Australia,-37.8057,140.8377
Mil-Lel,5291,SA,South Australia,-37.77878,140.88173
Caveton,5291,SA,South Australia,-37.95532,140.8322
Pleasant Park,5277,SA,South Australia,-37.65083,140.89748
Wepar,5278,SA,South Australia,-37.62806,140.72986
Tantanoola,5280,SA,South Australia,-37.69794,140.4579
Ob Flat,5291,SA,South Australia,-37.88097,140.77228
Tarpeena,5277,SA,South Australia,-37.65017,140.78835
Carpenter Rocks,5291,SA,South Australia,-37.88053,140.42659
Blackfellows Caves,5291,SA,South Australia,-37.93135,140.45769
Eight Mile Creek,5291,SA,South Australia,-38.01934,140.80067
Racecourse Bay,5291,SA,South Australia,-38.05633,140.75209
Kongorong,5291,SA,South Australia,-37.91847,140.52179
Mount Schank,5291,SA,South Australia,-37.94311,140.70187
Nepean Bay,5223,SA,South Australia,-35.74533,137.67236
Bay Of Shoals,5223,SA,South Australia,-35.61088,137.57223
Willoughby,5222,SA,South Australia,-35.83678,138.09208
Ironstone,5222,SA,South Australia,-35.74026,137.98557
D'Estrees Bay,5223,SA,South Australia,-35.95608,137.59244
Pelican Lagoon,5222,SA,South Australia,-35.82547,137.78721
Emu Bay,5223,SA,South Australia,-35.59306,137.53172
Wisanger,5223,SA,South Australia,-35.62917,137.48262
Macgillivray,5223,SA,South Australia,-35.90338,137.45523
Gosse,5223,SA,South Australia,-35.80808,136.91274
Haines,5223,SA,South Australia,-35.81786,137.6527
Vivonne Bay,5223,SA,South Australia,-35.9824,137.14421
Porky Flat,5222,SA,South Australia,-35.86321,138.01957
Antechamber Bay,5222,SA,South Australia,-35.78848,138.06533
Parndana,5220,SA,South Australia,-35.78349,137.25702
Cygnet River,5223,SA,South Australia,-35.70254,137.52946
Ballast Head,5221,SA,South Australia,-35.75602,137.75438
De Mole River,5223,SA,South Australia,-35.72753,136.81361
Baudin Beach,5222,SA,South Australia,-35.78297,137.8655
Dudley East,5222,SA,South Australia,-35.77519,137.98235
Duncan,5223,SA,South Australia,-35.75022,137.13033
Western River,5223,SA,South Australia,-35.71596,136.93007
Muston,5221,SA,South Australia,-35.81069,137.73308
Cape Borda,5223,SA,South Australia,-35.75408,136.68037
Cassini,5223,SA,South Australia,-35.67773,137.2994
Sapphiretown,5222,SA,South Australia,-35.79033,137.78454
Island Beach,5222,SA,South Australia,-35.7976,137.8078
American Beach,5222,SA,South Australia,-35.76834,137.88222
Brown Beach,5222,SA,South Australia,-35.79743,137.84294
Menzies,5223,SA,South Australia,-35.68152,137.47706
Seddon,5223,SA,South Australia,-35.85941,137.28102
Newland,5223,SA,South Australia,-35.86914,137.12649
Kangaroo Head,5222,SA,South Australia,-35.73774,137.90665
Karatta,5223,SA,South Australia,-35.96596,136.91481
Birchmore,5223,SA,South Australia,-35.77175,137.47727
Cuttlefish Bay,5222,SA,South Australia,-35.75311,138.03549
Kohinoor,5223,SA,South Australia,-35.76883,137.41397
Stokes Bay,5223,SA,South Australia,-35.65875,137.16795
Middle River,5223,SA,South Australia,-35.69216,137.08096
Galga,5308,SA,South Australia,-34.65882,139.93763
Marama,5307,SA,South Australia,-35.18385,140.16405
Mindarie,5309,SA,South Australia,-34.76951,140.15513
Karoonda,5307,SA,South Australia,-35.14764,139.91856
Sandalwood,5309,SA,South Australia,-34.98857,140.24536
Halidon,5309,SA,South Australia,-34.87528,140.15798
Mantung,5308,SA,South Australia,-34.59842,140.12935
Bowhill,5238,SA,South Australia,-34.95643,139.66787
Wynarka,5306,SA,South Australia,-35.11796,139.71854
Bakara,5354,SA,South Australia,-34.67421,139.81909
Copeville,5308,SA,South Australia,-34.80329,139.91133
Borrika,5309,SA,South Australia,-34.97306,140.02737
Mercunda,5308,SA,South Australia,-34.64161,140.03199
Perponda,5308,SA,South Australia,-34.94795,139.8806
Wanbi,5310,SA,South Australia,-34.78228,140.29554
Koongawa,5650,SA,South Australia,-33.19338,135.86268
Kelly,5641,SA,South Australia,-33.22686,136.51486
Wilcherry,5641,SA,South Australia,-32.9069,136.45774
Solomon,5641,SA,South Australia,-33.22709,136.3397
Cunyarie,5641,SA,South Australia,-32.88072,136.34006
Caralue,5641,SA,South Australia,-33.2785,136.12693
Cootra,5650,SA,South Australia,-33.2616,135.94287
Yalanda,5641,SA,South Australia,-33.27345,136.70458
Panitya,5641,SA,South Australia,-33.19456,136.12697
Cortlinye,5641,SA,South Australia,-33.0373,136.33984
Wangolina,5275,SA,South Australia,-36.96192,139.80898
West Range,5275,SA,South Australia,-36.74311,139.91628
Keilira,5275,SA,South Australia,-36.66647,140.14963
Blackford,5275,SA,South Australia,-36.78803,140.04431
Coorong,5264,SA,South Australia,-36.03202,139.51278
Marcollat,5271,SA,South Australia,-36.5782,140.30151
Tilley Swamp,5275,SA,South Australia,-36.35978,139.87938
Cape Jaffa,5275,SA,South Australia,-36.95811,139.70668
Sandy Grove,5275,SA,South Australia,-36.87215,139.83883
Avenue Range,5273,SA,South Australia,-36.9302,140.1867
Pygery,5652,SA,South Australia,-32.93187,135.39451
Warramboo,5650,SA,South Australia,-33.24381,135.60111
Kyancutta,5651,SA,South Australia,-33.13465,135.6355
Karcultaby,5654,SA,South Australia,-32.92898,134.8992
Minnipa,5654,SA,South Australia,-32.80594,135.14161
Yaninee,5653,SA,South Australia,-32.91046,135.26197
Greenock,5360,SA,South Australia,-34.4402,138.92953
Kapunda,5373,SA,South Australia,-34.31847,138.91484
Pinkerton Plains,5400,SA,South Australia,-34.42654,138.61323
Shea-Oak Log,5371,SA,South Australia,-34.50278,138.82589
Koonunga,5373,SA,South Australia,-34.36643,139.0106
Ebenezer,5355,SA,South Australia,-34.41606,139.02116
Hamilton,5373,SA,South Australia,-34.22577,138.90268
Stone Well,5352,SA,South Australia,-34.50117,138.9576
Bagot Well,5373,SA,South Australia,-34.29747,139.00454
Woolsheds,5400,SA,South Australia,-34.48457,138.64684
Wasleys,5400,SA,South Australia,-34.48822,138.69287
Allendale North,5373,SA,South Australia,-34.27939,138.90985
Hamley Bridge,5401,SA,South Australia,-34.34442,138.66176
Magdala,5400,SA,South Australia,-34.41994,138.70362
Freeling,5372,SA,South Australia,-34.44875,138.82648
Daveyston,5355,SA,South Australia,-34.47411,138.87647
Fords,5373,SA,South Australia,-34.3933,138.85379
Moppa,5355,SA,South Australia,-34.41407,138.95264
Nain,5360,SA,South Australia,-34.44562,138.88967
Templers,5371,SA,South Australia,-34.47238,138.74686
Reeves Plains,5502,SA,South Australia,-34.54105,138.62422
St Kitts,5356,SA,South Australia,-34.35735,139.08353
Morn Hill,5371,SA,South Australia,-34.4173,138.75982
Bethel,5373,SA,South Australia,-34.34129,138.83078
Truro,5356,SA,South Australia,-34.43323,139.19491
St Johns,5373,SA,South Australia,-34.37768,138.95121
Linwood,5410,SA,South Australia,-34.3821,138.76293
Seppeltsfield,5355,SA,South Australia,-34.49309,138.90328
Gomersal,5352,SA,South Australia,-34.53388,138.89588
Marananga,5355,SA,South Australia,-34.49161,138.93817
Coffin Bay,5607,SA,South Australia,-34.60317,135.2971
Mount Drummond,5607,SA,South Australia,-34.24503,135.38425
Sleaford,5607,SA,South Australia,-34.90309,135.66863
Lincoln National Park,5607,SA,South Australia,-34.95923,135.99797
Tumby Bay,5605,SA,South Australia,-34.48926,136.11754
Mount Dutton Bay,5607,SA,South Australia,-34.5216,135.42505
Wanilla,5607,SA,South Australia,-34.52743,135.69625
North Shields,5607,SA,South Australia,-34.62266,135.85478
Tulka,5607,SA,South Australia,-34.77939,135.76435
Edillilie,5630,SA,South Australia,-34.41009,135.66398
Coulta,5607,SA,South Australia,-34.39949,135.45016
Yeelanna,5632,SA,South Australia,-34.11,135.69249
Whites Flat,5607,SA,South Australia,-34.51044,135.84267
Charlton Gully,5607,SA,South Australia,-34.54115,135.81068
Fountain,5607,SA,South Australia,-34.59489,135.63875
Coomunga,5607,SA,South Australia,-34.66124,135.72166
Green Patch,5607,SA,South Australia,-34.59319,135.78365
Louth Bay,5607,SA,South Australia,-34.53357,135.91257
Kiana,5607,SA,South Australia,-33.99986,135.33106
Little Douglas,5607,SA,South Australia,-34.55269,135.39805
Kellidie Bay,5607,SA,South Australia,-34.5963,135.47703
Karkoo,5632,SA,South Australia,-34.01472,135.69271
Hawson,5607,SA,South Australia,-34.68205,135.78633
Point Boston,5607,SA,South Australia,-34.61011,135.93355
Port Lincoln,5606,SA,South Australia,-34.73343,135.85209
Tiatukia,5607,SA,South Australia,-34.66675,135.83048
Kapinnie,5632,SA,South Australia,-34.16696,135.52373
Whites River,5607,SA,South Australia,-34.49797,135.95734
Mitchell,5632,SA,South Australia,-34.01816,135.52838
Duck Ponds,5607,SA,South Australia,-34.73298,135.76844
Bookpurnong,5333,SA,South Australia,-34.35884,140.6096
Kingston On Murray,5331,SA,South Australia,-34.21417,140.32017
Moorook South,5332,SA,South Australia,-34.30614,140.34852
New Residence,5333,SA,South Australia,-34.36846,140.39803
Pyap,5333,SA,South Australia,-34.42969,140.44532
Meribah,5311,SA,South Australia,-34.75385,140.8767
Loxton North,5333,SA,South Australia,-34.41135,140.6122
Malpas,5311,SA,South Australia,-34.75427,140.61904
Paruna,5311,SA,South Australia,-34.74385,140.73883
Peebinga,5304,SA,South Australia,-34.92436,140.88968
Alawoona,5311,SA,South Australia,-34.74802,140.46541
Schell Well,5311,SA,South Australia,-34.82951,140.46532
Taldra,5311,SA,South Australia,-34.43223,140.88541
Bugle Hut,5311,SA,South Australia,-34.40721,140.73975
Woodleigh,5311,SA,South Australia,-34.56206,140.70888
Taplan,5311,SA,South Australia,-34.59007,140.88347
Yinkanie,5332,SA,South Australia,-34.34116,140.29002
Wigley Flat,5330,SA,South Australia,-34.17552,140.24119
Wappilka,5332,SA,South Australia,-34.39345,140.30446
Woolpunda,5330,SA,South Australia,-34.25181,140.20821
Moorook,5332,SA,South Australia,-34.27654,140.32461
Veitch,5311,SA,South Australia,-34.66959,140.46553
Caliph,5310,SA,South Australia,-34.62916,140.27245
Wunkar,5311,SA,South Australia,-34.49052,140.26635
Pata,5333,SA,South Australia,-34.57237,140.53417
Pyap West,5333,SA,South Australia,-34.55521,140.41312
Maggea,5311,SA,South Australia,-34.49586,140.0518
Murbko,5320,SA,South Australia,-34.20689,139.68568
Qualco,5322,SA,South Australia,-34.11233,139.90961
Sunlands,5322,SA,South Australia,-34.1288,139.88594
Waikerie,5330,SA,South Australia,-34.21554,139.9771
Paisley,5357,SA,South Australia,-34.39785,139.65948
Lowbank,5330,SA,South Australia,-34.18302,140.08292
Good Hope Landing,5330,SA,South Australia,-34.17192,140.15558
Markaranka,5330,SA,South Australia,-34.02723,139.95645
Taylorville,5330,SA,South Australia,-34.10107,139.95522
Stockyard Plain,5330,SA,South Australia,-34.26105,139.80568
Boolgun,5330,SA,South Australia,-34.38676,140.07229
Kanni,5330,SA,South Australia,-34.24528,140.04963
Golden Heights,5322,SA,South Australia,-34.19686,139.9348
New Well,5357,SA,South Australia,-34.37245,139.90078
Holder Siding,5330,SA,South Australia,-34.33199,140.07244
Ramco Heights,5322,SA,South Australia,-34.19348,139.90978
Fischer,5502,SA,South Australia,-34.49496,138.61997
Thompson Beach,5501,SA,South Australia,-34.48456,138.28162
Windsor,5501,SA,South Australia,-34.4083,138.31059
Lower Light,5501,SA,South Australia,-34.53248,138.38871
Wild Horse Plains,5501,SA,South Australia,-34.3474,138.27426
Long Plains,5501,SA,South Australia,-34.34912,138.34592
Port Gawler,5501,SA,South Australia,-34.65136,138.47334
Barabba,5460,SA,South Australia,-34.37571,138.57867
Grace Plains,5502,SA,South Australia,-34.35388,138.49321
Redbanks,5502,SA,South Australia,-34.4807,138.57757
Calomba,5501,SA,South Australia,-34.39415,138.40637
Middle Beach,5501,SA,South Australia,-34.60047,138.42621
Mallala,5502,SA,South Australia,-34.44477,138.50315
Korunye,5502,SA,South Australia,-34.51861,138.51218
SA Remainder,5690,SA,South Australia,-29.41636,131.42166
Nildottie,5238,SA,South Australia,-34.70939,139.65771
Cadell,5321,SA,South Australia,-34.08975,139.76642
Walker Flat,5238,SA,South Australia,-34.79467,139.50994
Keyneton,5353,SA,South Australia,-34.55354,139.16247
Five Miles,5238,SA,South Australia,-34.8662,139.39555
Swan Reach,5354,SA,South Australia,-34.56848,139.59849
Blanchetown,5357,SA,South Australia,-34.3182,139.54164
Fisher,5354,SA,South Australia,-34.51815,139.52449
Claypans,5238,SA,South Australia,-34.82077,139.70734
Morgan,5320,SA,South Australia,-34.0963,139.63122
Beatty,5320,SA,South Australia,-34.01905,139.44209
Rockleigh,5254,SA,South Australia,-35.00031,139.09994
Pompoota,5238,SA,South Australia,-34.99869,139.35916
Dutton East,5356,SA,South Australia,-34.34961,139.24061
Mannum,5238,SA,South Australia,-34.85499,139.33099
Punyelroo,5353,SA,South Australia,-34.60611,139.59637
Wongulla,5238,SA,South Australia,-34.7041,139.56234
Sunnydale,5353,SA,South Australia,-34.65577,139.60784
Brenda Park,5320,SA,South Australia,-34.07251,139.68425
Stuart,5320,SA,South Australia,-33.9667,139.77806
Caurnamont,5238,SA,South Australia,-34.86525,139.59797
Purnong,5238,SA,South Australia,-34.82506,139.61083
Mount Mary,5374,SA,South Australia,-34.10229,139.44222
Tepko,5254,SA,South Australia,-34.96351,139.20126
Palmer,5237,SA,South Australia,-34.87575,139.15715
Cowirra,5238,SA,South Australia,-34.9207,139.31929
Wall Flat,5254,SA,South Australia,-34.98503,139.30548
Caloote,5254,SA,South Australia,-34.97417,139.23606
Cambrai,5353,SA,South Australia,-34.68402,139.31179
Lake Carlet,5238,SA,South Australia,-34.87358,139.5345
McBean Pound,5357,SA,South Australia,-34.28362,139.6319
Younghusband,5238,SA,South Australia,-34.91124,139.47103
Burdett,5253,SA,South Australia,-35.02984,139.39611
Milendella,5237,SA,South Australia,-34.8052,139.20957
Apamurra,5237,SA,South Australia,-34.86129,139.20539
Frayville,5238,SA,South Australia,-34.8517,139.24802
Punthari,5238,SA,South Australia,-34.81619,139.29599
Sanderston,5237,SA,South Australia,-34.72215,139.21273
Ponde,5238,SA,South Australia,-34.94933,139.31579
Towitta,5353,SA,South Australia,-34.52077,139.24161
Angas Valley,5238,SA,South Australia,-34.7495,139.29504
Black Hill,5353,SA,South Australia,-34.68977,139.49559
Big Bend,5354,SA,South Australia,-34.63994,139.61673
Sandleton,5356,SA,South Australia,-34.43881,139.38462
Annadale,5356,SA,South Australia,-34.40842,139.38481
Eba,5320,SA,South Australia,-34.06517,139.57821
Tungkillo,5236,SA,South Australia,-34.86615,139.06484
Zadows Landing,5254,SA,South Australia,-34.9684,139.29582
Wirrabara,5481,SA,South Australia,-33.03796,138.22443
Port Germein,5495,SA,South Australia,-33.00548,138.02841
Booleroo Centre,5482,SA,South Australia,-32.83681,138.34095
Germein Bay,5495,SA,South Australia,-33.12894,138.05095
Melrose,5483,SA,South Australia,-32.80622,138.1824
Nectar Brook,5495,SA,South Australia,-32.70906,137.99262
Telowie,5540,SA,South Australia,-33.03615,138.10295
Mambray Creek,5495,SA,South Australia,-32.79184,137.9699
Baroota,5495,SA,South Australia,-32.89305,138.02222
Morchard,5431,SA,South Australia,-32.70491,138.47522
Woolundunga,5701,SA,South Australia,-32.5779,137.96438
Stone Hut,5480,SA,South Australia,-33.1083,138.28805
Bangor,5481,SA,South Australia,-32.94939,138.14926
Appila,5480,SA,South Australia,-33.04601,138.37111
Weeroona Island,5495,SA,South Australia,-33.10278,138.02981
Amyton,5431,SA,South Australia,-32.60731,138.34663
Coomooroo,5431,SA,South Australia,-32.66478,138.50142
Wongyarra,5481,SA,South Australia,-32.97568,138.21544
Murray Town,5481,SA,South Australia,-32.92334,138.25104
White Hill,5254,SA,South Australia,-35.13839,139.21037
Monarto,5254,SA,South Australia,-35.08282,139.11977
White Sands,5253,SA,South Australia,-35.19657,139.32071
Murrawong,5253,SA,South Australia,-35.05572,139.33021
Pallamana,5254,SA,South Australia,-35.04618,139.2165
Rocky Gully,5254,SA,South Australia,-35.11038,139.21117
Gifford Hill,5253,SA,South Australia,-35.16282,139.22586
Toora,5253,SA,South Australia,-35.07334,139.29809
Murray Bridge South,5253,SA,South Australia,-35.16563,139.2743
Wellington,5259,SA,South Australia,-35.35043,139.32527
Mulgundawa,5255,SA,South Australia,-35.31081,139.20684
Ettrick,5253,SA,South Australia,-35.02827,139.5439
Chapman Bore,5253,SA,South Australia,-35.11439,139.54258
Naturi,5259,SA,South Australia,-35.20613,139.56247
Monarto South,5254,SA,South Australia,-35.18227,139.13015
Mypolonga,5254,SA,South Australia,-35.03083,139.30945
Jervois,5259,SA,South Australia,-35.26569,139.39175
Woods Point,5253,SA,South Australia,-35.2204,139.37626
Kepa,5259,SA,South Australia,-35.1538,139.42773
Murray Bridge North,5253,SA,South Australia,-35.07656,139.26605
Riverglen,5253,SA,South Australia,-35.16866,139.30807
Swanport,5253,SA,South Australia,-35.15489,139.30285
Monteith,5253,SA,South Australia,-35.16921,139.34629
Sunnyside,5253,SA,South Australia,-35.05255,139.36052
Brinkley,5253,SA,South Australia,-35.23034,139.24969
Conmurra,5272,SA,South Australia,-37.1193,140.1891
Lucindale,5272,SA,South Australia,-37.02273,140.40139
Naracoorte,5271,SA,South Australia,-36.94565,140.75139
Wrattonbully,5271,SA,South Australia,-37.1443,140.91474
Hynam,5262,SA,South Australia,-36.93177,140.89379
Kybybolite,5262,SA,South Australia,-36.85741,140.90122
Joanna,5271,SA,South Australia,-37.1044,140.88143
Frances,5262,SA,South Australia,-36.70451,140.88061
Coles,5272,SA,South Australia,-37.2484,140.51105
Bool Lagoon,5271,SA,South Australia,-37.12853,140.68586
The Gap,5271,SA,South Australia,-36.70898,140.70201
Fox,5272,SA,South Australia,-37.24863,140.33794
Woolumbool,5272,SA,South Australia,-36.79877,140.34144
Keppoch,5271,SA,South Australia,-36.7198,140.542
Mount Light,5271,SA,South Australia,-36.99935,140.78833
Koppamurra,5271,SA,South Australia,-37.04954,140.89453
Laurie Park,5271,SA,South Australia,-36.99282,140.90046
Struan,5271,SA,South Australia,-37.10459,140.76758
Lochaber,5271,SA,South Australia,-36.82117,140.56663
Binnum,5262,SA,South Australia,-36.78147,140.86105
Spence,5271,SA,South Australia,-37.0971,140.54144
Wild Dog Valley,5271,SA,South Australia,-36.86757,140.76038
Cadgee,5271,SA,South Australia,-36.79387,140.71077
Stewart Range,5271,SA,South Australia,-36.95532,140.55411
Washpool,5454,SA,South Australia,-33.37364,138.58761
Bundaleer Gardens,5491,SA,South Australia,-33.35468,138.54353
Huddleston,5523,SA,South Australia,-33.319,138.28353
Beetaloo Valley,5523,SA,South Australia,-33.19534,138.21417
Yacka,5470,SA,South Australia,-33.56409,138.47771
Mannanarie,5422,SA,South Australia,-33.03324,138.64486
Yatina,5422,SA,South Australia,-32.93464,138.64421
Belalie North,5491,SA,South Australia,-33.16071,138.70788
Belalie East,5491,SA,South Australia,-33.26926,138.71799
Caltowie,5490,SA,South Australia,-33.203,138.49544
Bundaleer North,5491,SA,South Australia,-33.27204,138.59321
Mayfield,5454,SA,South Australia,-33.36353,138.68235
Andrews,5454,SA,South Australia,-33.61314,138.64602
Euromina,5454,SA,South Australia,-33.61864,138.5724
Narridy,5523,SA,South Australia,-33.4115,138.32384
Georgetown,5472,SA,South Australia,-33.37406,138.4257
Gulnare,5471,SA,South Australia,-33.4623,138.46576
Caltowie West,5490,SA,South Australia,-33.15676,138.38295
Hacklins Corner,5454,SA,South Australia,-33.4303,138.67273
West Bundaleer,5491,SA,South Australia,-33.3103,138.4982
Tarcowie,5431,SA,South Australia,-32.9493,138.5087
Hornsdale,5491,SA,South Australia,-33.04216,138.50846
Laura,5480,SA,South Australia,-33.16559,138.29479
Broughton River Valley,5454,SA,South Australia,-33.5524,138.57615
Caltowie North,5490,SA,South Australia,-33.10219,138.47964
Pekina,5431,SA,South Australia,-32.8359,138.51359
Carrieton,5432,SA,South Australia,-32.41793,138.53379
Johnburgh,5431,SA,South Australia,-32.50486,138.67134
Walloway,5431,SA,South Australia,-32.62921,138.59736
Yongala,5493,SA,South Australia,-33.02799,138.74886
Sunnybrae,5422,SA,South Australia,-33.022,138.79434
Cavenagh,5422,SA,South Australia,-32.66949,138.99571
Minvalara,5422,SA,South Australia,-32.85494,138.80496
Oodla Wirra,5422,SA,South Australia,-32.88055,139.0588
Stirling North,5710,SA,South Australia,-32.51269,137.85721
Miranda,5700,SA,South Australia,-32.73063,137.89377
Wami Kata,5700,SA,South Australia,-32.44979,137.79985
Commissariat Point,5700,SA,South Australia,-32.60675,137.76461
Port Augusta West,5700,SA,South Australia,-32.49034,137.72171
Port Paterson,5700,SA,South Australia,-32.55289,137.82872
Blanche Harbor,5700,SA,South Australia,-32.68759,137.75368
Wandearah East,5523,SA,South Australia,-33.39863,138.05402
Wandearah West,5523,SA,South Australia,-33.40669,137.92635
Crystal Brook,5523,SA,South Australia,-33.37863,138.18763
Redhill,5521,SA,South Australia,-33.53301,138.19779
Merriton,5523,SA,South Australia,-33.42705,138.15046
Lower Broughton,5540,SA,South Australia,-33.32028,137.95129
Warnertown,5540,SA,South Australia,-33.24231,138.14976
Koolunga,5464,SA,South Australia,-33.54963,138.33233
Coonamia,5540,SA,South Australia,-33.19304,138.04309
Port Davis,5540,SA,South Australia,-33.23975,137.87374
Nurom,5523,SA,South Australia,-33.32289,138.09448
Nelshaby,5540,SA,South Australia,-33.12529,138.11895
Napperby,5540,SA,South Australia,-33.16828,138.12201
Collinsfield,5555,SA,South Australia,-33.60088,138.2185
Bungama,5540,SA,South Australia,-33.19896,138.06804
Pike River,5340,SA,South Australia,-34.27155,140.76302
Gurra Gurra,5343,SA,South Australia,-34.29424,140.63747
Murtho,5340,SA,South Australia,-34.07415,140.85338
Lyrup,5343,SA,South Australia,-34.27099,140.67275
